,title,url,work,venue,city,rating,date,author,full_text
10,"Cave review at Printworks, London – ‘an impassioned plea for environmental responsibility’",https://www.thestage.co.uk/reviews/2018/cave-tansy-davies-opera-review-printworks-london/,Cave,Printworks,London,4,2018-06-21,George Hall,"The second operatic collaboration between composer Tansy Davies and poet Nick Drake focuses on climate change.In a ‘near-future’ world decimated by ecological disaster, an agitated man enters a cave where he encounters the spirit of his daughter Hannah, with whom, after taking some hallucinogenic drug, he converses about the need for us all to engage courageously with radical change to save the planet and ourselves.The work’s creators were partly inspired by a real cave at Niaux near the Pyrenees in southwestern France, noted for its rich store of prehistoric paintings.Davies scores for just two highly individual singers and some half-dozen members of the London Sinfonietta, the outstanding new music ensemble which has co-commissioned the piece together with the Royal Opera to mark its 50th anniversary.Geoffrey Paterson conducts a performance that highlights the individual virtuosity of the players and the complex electronic web Davies and her collaborator Norwegian composer Rolf Wallin weave around them.Beginning with a section that seems to conjure up the world of nature, the score is beautifully imagined, both subtle and refined in its use of a small group of instruments; at other points more violent gestures intervene, hitting home with overwhelming impact.In her site-specific production director Lucy Bailey maximises the atmospheric impact of the vast venue, while both tenor Mark Padmore and experimental vocalist and movement artist Elaine Mitchener give performances of exceptional range and expressive power. Akilah Mantock sketches in the role of Hannah as a child.Though there’s a scene between the two characters that teeters momentarily on preachiness in its appeal for us to mend our ways, the opera’s general stance is spiritual, if necessarily troubled. The ending may feel more ambivalent than positive, but the journey on which the audience has been taken is undoubtedly worthwhile.Five operas ‘bashing about’ the classic art form this summer"
11,"Falstaff review at Garsington Opera, Wormsley – ‘warmth and humanity’",https://www.thestage.co.uk/reviews/2018/falstaff-review-garsington-opera-buckinghamshire/,Falstaff,Garsington Opera,Wormsley,4,2018-06-19,George Hall,"Bruno Ravella’s staging of Verdi’s final opera Falstaff — based on The Merry Wives of Windsor — is set around the time of the work’s Milan premiere in 1893, with the wives and their menfolk in late-Victorian dress, and the second scene in a garden outside Ford’s house transferred to the busy concourse of Windsor station, where the ladies regularly disappear into a handy tearoom to scheme.Giles Cadle’s entertaining sets can be instantly changed, giving the show an effortless flow.The final nocturnal scene in Windsor forest possesses real visual magic; when one comes out of the theatre into the rural environment of Wormsley at dusk, it takes a moment to realise that one is no longer in some conjured fairyland – an illusion to which the delicate playing of the Philharmonia Orchestra under master Verdian conductor Richard Farnes has contributed significantly.This closing scene – half masque, half folk-ritual – occupies a special world of its own, but throughout Ravella and his team maintain a fine balance between Shakespearean farce and Italian opera buffa at its most vital.At the show’s centre Henry Waddington offers a Falstaff of warmth and humanity as well as comedic flair: his dashing appearance in Scottish garb with all the trimmings for his disastrous attempt to seduce Alice is a wonderful moment. Waddington can and surely will go further with the role, but already the basis for an exceptional interpretation is there.The surround is largely excellent, with particular standouts from Yvonne Howard’s on-the-button Mistress Quickly, Oliver Johnston’s lyrical Fenton, Soraya Mafi’s entrancing Nannetta and especially Richard Burkhard’s furious Ford.Taken as a whole the evening brings us close to the heart of a comedy that proves – in the words of the final fugue – that life makes fools of us all.Die Zauberflote review at Garsington Opera, Wormsley – ‘an enigmatic staging’"
12,"Mamzer Bastard review at Hackney Empire, London – ‘hauntingly melodic’",https://www.thestage.co.uk/reviews/2018/mamzer-bastard-review-hackney-empire-london/,Mamzer Bastard,Hackney Empire,London,3,2018-06-18,Yehuda Shapiro,"Mamzer, a Hebrew word, denotes a person born from a forbidden relationship. Yoel (countertenor Collin Shay) is a timid 21-year-old Hassid. On the night before his wedding he escapes to Manhattan from Brooklyn. Only it’s the sweltering summer of 1977 and all the lights go out.In the chaos he encounters a mysterious man (Steven Page) – just possibly a ghost – who leads him to a revelation about his family. He comes to understand the reasons for his confusion and achieves some kind of resolution.Composer Na’ama Zisser and her librettists pick up on the story’s Oedipus element by introducing a kind of Greek chorus – here a synagogue cantor (Netanel Hershtik). Of his seven numbers only one is by Zisser; the others, mostly conventionally and reassuringly tonal, date from the 20th century.Zisser’s own music is eclectic, sometime sparse, sometimes layered, sometimes hauntingly melodic. Recorded sound complements live performance (conductor Jessica Cottis and the Aurora Orchestra are in the pit) and the singers are discreetly amplified.The score’s highlight is a reflective trio for Yoel, his younger self (treble Edward Hyde) and his troubled mother (mezzo Gundula Hintz). Here, Zisser takes assertive command of her material, creating memorable music drama. Elsewhere she can slip into neutral, relying on the surtitles (which translate the Yiddish terms that pepper the English text) to tell the story.Jay Scheib’s production, set on a largely empty stage, makes striking use of live video and news footage. If it never quite evokes mid-1970s sweatiness, the theatrical intensity never falters."
13,"Oklahoma! review at Grange Park Opera, Surrey – ‘performed with unstoppable aplomb’",https://www.thestage.co.uk/reviews/2018/oklahoma-review-grange-park-opera-surrey/,Oklahoma!,Grange Park Opera,Surrey,5,2018-06-18,George Hall,"Opera companies sometimes use musicals as a way of replenishing the coffers. Others – such as Grange Park Opera – have developed a genuine and ongoing interest in the form.Directed by Jo Davies with expensive-looking visuals by Francis O’Connor and Gabrielle Dalton, this year’s major revival of the 1943 Rodgers and Hammerstein Americana classic Oklahoma! is top of the Grange Park range.It also demonstrates a couple of advantages when full-scale opera companies take on such pieces: the 50-strong BBC Concert Orchestra sounds glorious under Richard Balcombe, while the casting of operatic baritone Phillip Rhodes gives Jud a weight and sympathy that reminds us how ambiguous the moral compass of this – at first sight – straightforward show really is.But the musical theatre casting has been equally expertly done. Dex Lee makes a charismatic Curly, his boundlessly good-natured performance founded on balletic skills in the celebrated dream sequence and absolute assurance with both text and notes: to match him Katie Hall treats Laurey as something a good deal more complex than apple-pie.If Ado Annie is a tricky role these days, then Natasha Cottriall does everything possible to make her human as well as funny, while in what is – astonishingly – his first professional performance, Louis Gaunt’s delightfully naive and once again expertly danced Will Parker is up there with the best.Claire Moore brings wit and warmth to every moment of Aunt Eller’s crucial linking role, while as the preposterous Ali Hakim – here the Persian pedlar has clearly travelled via Vienna – Steven Serlin misses nary a trick.The entire company, though, rises to all challenges thrown at them with unstoppable aplomb. By the end, you have enjoyed much more than a feel-good evening: you’ve experienced the strength and vitality of the material to a level it is rarely allowed to achieve.Un Ballo in Maschera review at Grange Park Opera, Surrey – ‘an accessible production’"
14,Le Nozze di Figaro at Nevill Holt Opera – ‘a successful launch’,https://www.thestage.co.uk/reviews/2018/le-nozze-di-figaro-nevill-holt-opera/,Le Nozze di Figaro at Nevill Holt Opera – ‘a successful launch’,,Le Nozze di Figaro at Nevill Holt Opera,4,2018-06-15,George Hall,"The headline news is that Nevill Holt Opera has created and opened an outstanding new purpose-built theatre, seating 400, possessing a superb acoustic, and offering the company the chance to develop further at its Leicestershire home for decades to come.In terms of the first production offered within the venue itself reports can be equally positive. Cleverly designed, this is a good-looking Marriage of Figaro, with straightforward period costumes and a handsome and adaptable white unit set by Simon Kenny that provides all the requisite entrances and exits while suggesting a touch of Moorish influence in its Spanish architectural flavour.In Joe Austin’s staging the cast give a good idea of a piece with more plot per square inch that any other repertoire work.Rightly maintaining the centre of attention is the stage-savvy Figaro of American Lawson Anderson, whose solid bass-baritone provides the bedrock of a vital and consistently entertaining though never overplayed performance.Partnering him skilfully is Aoife Miskelly’s cleanly sung Susanna – a little too serious of demeanour, nevertheless, for a live wire comic role.Of the aristocratic couple, award-winning baritone James Newby’s firmly delivered Count is regularly frustrated by the machinations of his underlings in cahoots with Sky Ingram’s lyrically sentient Countess. Mezzo Anna Harvey offers a pleasingly sung account of the male role of Cherubino, though physically she remains resolutely female in stance and movement.Also making positive contributions to the busy intrigue are Joan Rodgers’ worldly-wise Marcellina and Stephen Richardson’s pragmatic Bartolo.But the palm for this successful launch has to go to conductor Nicholas Chalmers and the Royal Northern Sinfonia – the latter newly ensconced in the pit – who between them supply an ideal musical underlay, spirited in momentum and refined in texture: though a few more period-style vocal decorations would be welcome.Nevill Holt Opera’s Nicholas Chalmers: ‘Intimacy is our selling point. I never want to lose that’"
15,"Un Ballo in Maschera review at Grange Park Opera, Surrey – ‘an accessible production’",https://www.thestage.co.uk/reviews/2018/un-ballo-maschera-review-grange-park-opera-surrey/,Un Ballo in Maschera,Grange Park Opera,Surrey,3,2018-06-14,David Gutman,"This is the second new production of Grange Park Opera’s 2018 season and the theatre itself continues to excite. Exhibiting good sightlines and clean, immediate acoustics, the evolving barrel-like structure this year sports fine external detailing with proper loos in a freestanding ‘lavatorium rotundum’.Notoriously, Calixto Bieito’s ENO version of Verdi’s A Masked Ball put 14 lavatories on stage. GPO’s, given in Italian with surtitles, eschews anything so radical. Instead, the team behind last year’s high-concept Die Walkure go for another period treatment, nudging the calendar modestly forward from 18th-century Sweden or colonial Boston (censorship forced Verdi himself to relocate) to a newly independent America of flags, uniforms, portraits and beards.Thanks to careful blocking and ambitious lighting, the action never feels undercooked for all that the set is a thinly disguised version of the galleried space deployed in the Wagner. Ulrica’s hut arrives as a separate downstage unit for Act I, Scene II.Riccardo is the much-touted, twentysomething Vincenzo Costanzo, his potentially resplendent if as yet rather small tenor occasionally drifting sharp. Tereza Gevorgyan shines in the trouser role of Oscar she sang previously with Opera North, her ambivalent secretary here reconfigured as boyish cowboy. Claire Rutter, last year’s accomplished Sieglinde, is a vibrant and dramatic Amelia. Roland Wood’s Renato, timbrally a mite ungrateful, acquires authority and vividness as Act 3’s instrument of vengeance.Conducting the orchestra of English National Orchestra, Gianluca Marciano seems initially self-effacing; instrumental solos are nonetheless finely drawn and the choral singing has heft and power.Grange Park Opera founder Wasfi Kani: ‘Opera is a form of religious aspiration’"
16,"The Barber of Seville review at Grange Festival, Hampshire – ‘witty and entertaining’",https://www.thestage.co.uk/reviews/2018/barber-seville-review-grange-festival-hampshire/,The Barber of Seville,Grange Festival,Hampshire,4,2018-06-13,Inge Kjemtrup,"Rossini’s The Barber of Seville requires a fine balance between fast-paced slapstick and stand-and-deliver vocal showpieces, and an enjoyable new production from the Grange Festival Hampshire of this opera buffa charmer mostly gets the balance right.The plot, such as it is, revolves around the efforts of Count Almaviva – aided by Figaro, the barber of the title – to woo Rosina and spirit her away from her aged guardian, Doctor Bartolo, who plans to marry his rich young ward.At first, this production is a slow burner, with some less-than-gripping duo scenes. It isn’t until some way into the first act that things start to ignite, largely thanks to excellent teamwork from the all-male chorus, sometimes sporting the effusive moustaches that are a leitmotif, even worked into the moveable indoor/outdoor set (a witty design by Andrew D Edwards).Costumes and props shift rapidly between eras, often to humorous effect, as when Bartolo, in 19th-century garb, reacts with puzzlement when handed a mobile phone, or when Almaviva ingratiates himself into the household dressed as a missionary, a la Book of Mormon. Less persuasive is the frequent breaking of the fourth wall, as when characters converse with David Parry while he conducts the Bournemouth Symphony Orchestra in the pit.Charles Rice as Figaro is a charismatic presence right from his famous first aria, while David Soar as the heavyweight Don Basilio also boasts impressive talent. Riccardo Novaro has the right amount of befuddlement as Bartolo.Jose Maria Lo Monaco brings a vibrancy to Rosina; her suitor, Almaviva (John Irvin), has the required vocal suppleness but not the comedic timing. There’s a show-stopping aria from Jennifer Rhys-Davies as Berta, the chain-smoking maid with a dream or two."
17,"To See the Invisible review at Britten Studio, Snape – ‘a musical patchwork’",https://www.thestage.co.uk/reviews/2018/see-invisible-review-britten-studio-snape/,To See the Invisible,Britten Studio,Snape,2,2018-06-12,George Hall,"New at this year’s Aldeburgh Festival, Emily Howard’s chamber opera To See The Invisible has been freely adapted by playwright Selma Dimitrijevic from a taut and distinctly Kafkaesque short story by the American sci-fi writer Robert Silverberg.The central character has been found guilty of the crime of coldness and is sentenced to a year’s invisibility, during which he is completely ignored by (almost) everyone he meets.In Dimitrijevic’s libretto the character’s isolation remains severe, though he now has a family consisting of a mother, father and sister. His encounters with them and other individuals – in court, in a public gardens and a brothel – ameliorate his plight while also allowing some of Silverberg’s focused purity to dissipate.In the opera he also has a kind of shadow in the shape of what the libretto describes as The Other Invisible – Anna Dennis’ female soprano regularly in synch with Nicholas Morris’ baritonal male. The character’s dual vocality is undoubtedly one of the more successful features of Howard’s score.Ana Ines Jabares-Pita’s spartan sets and apt costumes work well, as does Dan Ayling’s surreal, dreamlike and occasionally nightmarish production.The cast are kept busy, five of them – all but the two Invisibles – switching skilfully back and forth between four characters each.Howard’s score is hard-edged and dense, at its best in the alternately truculent and subtle instrumental writing for the nine members of Birmingham Contemporary Music Group, astutely conducted by Richard Baker; there are moments in the vocal writing, though, that sound extremely awkward to negotiate. Musically, the result feels like a patchwork.Parodistic elements – the famous trio Soave sia il vento from Mozart’s Cosi fan tutte is quoted at length, alongside a lute song of Dowland’s – are mystifying, and at the end the success of the piece feels distinctly uncertain."
18,Acis and Galatea review at Lilian Baylis House – ‘Handel enters the social media age’,https://www.thestage.co.uk/reviews/2018/acis-galatea-review-eno-lilian-baylis-house/,Acis and Galatea,Lilian Baylis House – ‘Handel enters the social media age’,Acis and Galatea review at Lilian Baylis House,3,2018-06-12,Tim Bano,"Acis has one of the less glamorous transformations in Ovid’s Metamorphoses. Other characters become birds or lions, but he is squashed by a rock and turned into a fountain.With help from John Gay, Handel turned the story into his first secular English drama, a pastoral opera with some great arias and a sad, tender finale.As part of English National Opera’s Studio Live season, which takes the might of the ENO into smaller spaces, its rehearsal studio has been kitted out with lurid fake grass and bright balloons, Justin Nardella’s design erasing the bucolic setting and instead creating the midsummer party of a trendy social media company.Director Sarah Tipple turns the opera on its head, making Acis and Galatea an image-obsessed couple constantly on their phones and Polyphemus a put-upon colleague who, humiliated online by Acis, kills him in a fit of rage.Alexander Sprague’s preening Acis is a great contrast to Matthew Durkan’s pitiable, lumbering Polyphemus, his mournful baritone a highlight of the show.Tipple has the cast constantly in action – hugging, bundling, playing penalty shootouts – which sometimes gets the better of the finer vocal detail, but reaches a high point when the ensemble does a conga line to the upbeat Happy We.The traverse staging and constant motion create a wonderful effect where some choral lines are pronounced depending on where each member of the ENO Chorus is on the stage. It creates a kind of surround sound, a mosaic of music that builds piecemeal in the head. It’s an effect that couldn’t possibly be recreated in traditional, huge end-on spaces.The update is a little laboured, but mostly it works well, erring on the side of silliness and putting Ovid’s story into a new context. The real treat, however, is experiencing the ENO chorus and a fine cast sing so brilliantly and so closely. "
19,"Giulio Cesare review at Glyndebourne, Lewes – ‘a memorable revival’",https://www.thestage.co.uk/reviews/2018/giulio-cesare-review-glyndebourne-lewes/,Giulio Cesare,Glyndebourne,Lewes,4,2018-06-11,George Hall,"David McVicar’s Glyndebourne staging of Julius Caesar in Egypt was an overwhelming success back in 2005, helping to consolidate the position of its composer in the regular repertoire and turning newcomer Danielle De Niese into an international star.Thirteen years on the production returns for its third revival, with no fewer than three of the original cast members back as well as the conductor, William Christie.On the first night, though, not all was well with Sarah Connolly, whose performance of the title role sounded uncharacteristically muted, though she went through the dramatic motions with her customary conviction: a vocal off night, let’s hope, for this exceptional artist.Also a returnee, Patricia Bardon maintained the dignified sorrow of Pompey’s widow Cornelia, her expressive powers undiminished, as were those of countertenor Christophe Dumaux, once again a dangerously volatile villain as Tolomeo.New cast members, too, made solid impressions. Anna Stephany presented Cornelia’s hot-headed son Sesto with dramatic authority and complete vocal command. Korean countertenor Kangmin Justin Kim revealed star quality as he capered with conspicuous dexterity through Nireno’s routines, while American baritone John Moore brought thrilling vocalism and high-definition characterisation to Tolomeo’s treacherous general Achilla.Joelle Harvey sang and danced Cleopatra with terrific aplomb, though without being able to efface memories of De Niese in a role that was tailor-made for her in McVicar’s choreographically hyperactive staging.The production itself – certainly one of the director’s finest – retains its all-too-rare combination of intellectual rigour with unstoppable theatrical entertainment.Once again in charge of the Orchestra of the Age of Enlightenment, Christie remains a committed Handel interpreter, and if there’s a lingering doubt – as with other elements of the show – that the boundless energy evident back in 2005 has dissipated somewhat, enough endures to make this a noteworthy revival."
20,"Rhondda Rips It Up! review at Riverfront, Newport – ‘a rip-roaring salute’",https://www.thestage.co.uk/reviews/2018/rhondda-rips-up-review-lesley-garrett-welsh-national-opera/,Rhondda Rips It Up!,Riverfront,Newport,4,2018-06-11,Steph Power,"It’s an understatement that Viscountess Rhondda, Margaret Haig Mackworth (née Thomas), has suffered historical neglect.A pioneering Welsh suffragette and businesswoman; a Lusitania survivor who left her husband for a female lover; founder of the influential periodical Time and Tide and more – she nonetheless remains largely unknown.100 years since partial women’s suffrage spurred on the equality battle, Welsh National Opera are celebrating her with a new cabaret-opera, Rhondda Rips It Up! By composer Elena Langer and librettist Emma Jenkins, and with a brilliant all-female cast, creative team and 10-piece onstage ensemble conducted by Nicola Rose, the show is as maverick as its heroine.This is no serious feminist disquisition or sombre social biography. Ribald and irreverent, Rhondda’s story becomes an Edwardian-inspired music hall entertainment, narrated by fabulous male-impersonator MC, Lesley Garrett. Playing multiple roles, she and the gender-bending women of the WNO Chorus – with star turns from the audience-seated WNO Community Chorus – gleefully lampoon everything from the House of Lords to polite ladies’ tea parties and elocution lessons.Smartly directed by Caroline Clegg on Lara Booth’s wood-panelled set, the burlesque never overwhelms the purpose – nor delivery of words sung or spoken, as Langer’s delicate, imaginative score traverses jazz and popular styles with aplomb. Sudden mood shifts highlight the critical issues, with mezzo Madeleine Shaw proving a superb Rhondda, poignantly supported by singer-actor sisters.If the fetishisation of cakes, ballot boxes and penises raises eyebrows, perhaps the point is that – still, today – genuine equality remains elusive for women while conflicting stereotypes of humourless feminism and chick-lit triviality persist. Rhondda’s response is to rip up the rulebooks and magnificently thumb a nose."
